City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,port saint john's,-31.6229,29.5448,17.9,83,100,5.67,ZA,1697491262
305,uturoa,-16.7333,-151.4333,25.49,80,62,6.15,PF,1697490934
306,mananara,-16.1667,49.7667,22.28,95,95,1.51,MG,1697491595
307,hawaiian paradise park,19.5933,-154.9731,28.73,76,20,3.6,US,1697491045
308,fale old settlement,-9.3852,-171.2468,28.56,77,87,9.92,TK,1697491595
309,taoudenni,22.6783,-3.9836,31.89,14,100,3.08,ML,1697491272
310,uliastay,47.7417,96.8444,-3.05,76,2,1.87,MN,1697491595
311,afaahiti,-17.75,-149.2833,28.93,82,78,4.87,PF,1697491582
312,mokhsogollokh,61.4681,128.9203,-4.87,57,96,3.15,RU,1697491596
313,kavaratti,10.5669,72.642,27.68,78,87,5.57,IN,1697491232
314,sandpoint,48.2766,-116.5533,19.36,58,0,2.06,US,1697491489
315,hasaki,35.7333,140.8333,12.22,71,0,3.77,JP,1697491111
316,kerikeri,-35.2268,173.9474,18.28,88,22,0.45,NZ,1697491222
317,ta`u,-14.2336,-169.5144,26.74,79,42,8.66,AS,1697491436
318,puerto baquerizo moreno,-0.9,-89.6,27.55,65,75,5.14,EC,1697491190
319,tozkhurmato,34.8905,44.6299,22.48,42,1,2.16,IQ,1697491596
320,reyes,-14.3167,-67.3833,35.98,46,64,2.06,BO,1697491596
321,neya,58.2972,43.8681,5.23,93,100,2.01,RU,1697491596
322,badr hunayn,23.7829,38.7905,28.0,46,0,1.71,SA,1697491597
323,kirovsk,48.6375,38.6428,6.62,79,100,9.47,UA,1697491597
324,stephenville,32.2207,-98.2023,20.48,33,0,7.2,US,1697491597
325,nagqu,31.5,92.0,-0.72,45,100,0.99,CN,1697491457
326,arraial do cabo,-22.9661,-42.0278,23.92,88,40,7.72,BR,1697491213
327,kristiansund,63.1115,7.732,8.36,87,100,4.12,NO,1697491597
328,borogontsy,62.6683,131.1683,-5.4,62,97,0.45,RU,1697491041
329,pisco,-13.7,-76.2167,20.03,77,20,3.6,PE,1697491260
330,waupaca,44.358,-89.086,15.52,58,0,3.09,US,1697491597
331,nemuro,43.3236,145.575,8.95,68,70,12.37,JP,1697491182
332,new glasgow,45.5834,-62.6486,9.88,95,100,6.18,CA,1697491378
333,arinos,-15.9169,-46.1056,32.14,26,4,2.32,BR,1697491598
334,mitchell,43.7094,-98.0298,17.08,39,0,1.54,US,1697491460
335,whangarei,-35.7317,174.3239,19.25,64,23,3.88,NZ,1697491453
336,isangel,-19.55,169.2667,27.06,69,40,10.29,VU,1697491368
337,port douglas,-16.4833,145.4667,22.2,71,75,1.84,AU,1697491224
338,labasa,-16.4167,179.3833,27.02,70,97,4.75,FJ,1697491598
339,puerto yuca,2.9383,-73.2083,28.51,75,82,1.37,CO,1697491598
340,borcea,44.3333,27.75,11.05,57,38,1.4,RO,1697491598
341,tanumah,27.1,44.1333,22.46,37,1,4.97,SA,1697491598
342,rocha,-34.4833,-54.3333,21.12,81,75,1.22,UY,1697491346
343,newman,37.3138,-121.0208,29.02,43,98,2.24,US,1697491599
344,waddan,29.1614,16.139,23.1,29,0,4.3,LY,1697491599
345,bonthe,7.5264,-12.505,25.76,88,83,2.8,SL,1697491433
346,saint-philippe,-21.3585,55.7679,23.77,87,94,1.86,RE,1697491599
347,kuytun,54.3419,101.5036,2.3,82,82,4.44,RU,1697491599
348,novaya usman',51.6418,39.4086,4.34,89,100,7.15,RU,1697491599
349,umba,66.6871,34.3429,3.55,65,100,5.36,RU,1697491599
350,moyynkum,44.2914,72.9469,12.03,53,0,8.36,KZ,1697491599
351,the bottom,17.6259,-63.2492,29.07,72,14,3.13,BQ,1697491436
352,east end,34.5507,-92.341,20.84,43,0,0.89,US,1697491600
353,suntar,62.1444,117.6319,2.3,99,100,2.24,RU,1697491600
354,acapulco de juarez,16.8634,-99.8901,30.9,70,100,3.6,MX,1697491192
355,trincomalee,8.5711,81.2335,25.67,83,83,4.15,LK,1697491600
356,tazacorte,28.629,-17.9293,25.64,45,0,2.57,ES,1697491427
357,megion,61.0296,76.1136,7.01,93,71,3.15,RU,1697491600
358,yuzhno-kurilsk,44.0306,145.8556,10.76,75,38,5.5,RU,1697491064
359,dalandzadgad,43.5708,104.425,6.56,30,100,4.57,MN,1697491600
360,merizo village,13.2658,144.6691,27.31,91,100,3.17,GU,1697491600
361,valparaiso,-33.0393,-71.6273,22.8,52,0,6.17,CL,1697491404
362,dire dawa,9.5931,41.8661,24.38,53,95,2.17,ET,1697491601
363,mohr,54.3528,9.7167,7.14,90,100,1.35,DE,1697491601
364,puerto san jose,13.9256,-90.8244,27.22,83,90,1.55,GT,1697491399
